idRutas;Nombre_Ruta;Destino;Posicion;Nombre_Parada;Tipo_Servicio;Estación
52;H75;Portal Usme;17334;Av. Jiménez B - 2 ó 5;TRONCAL;Jiménez
52;H75;Portal Usme;19026;Hortúa B - 1;TRONCAL;Hortúa
52;H75;Portal Usme;19716;Nariño A - 2;TRONCAL;Nariño
52;H75;Portal Usme;20634;Restrepo B - 1;TRONCAL;Restrepo
52;H75;Portal Usme;22783;Calle 40 S. C - 2;TRONCAL;Calle 40 Sur
52;H75;Portal Usme;23656;Santa Lucía B - 2 ó 5;TRONCAL;Santa Lucía
52;H75;Portal Usme;24422;Socorro B - 1;TRONCAL;Socorro
52;H75;Portal Usme;24975;Consuelo B - 1;TRONCAL;Consuelo
52;H75;Portal Usme;25440;Molinos A - 2 ó 5;TRONCAL;Molinos
52;H75;Portal Usme;28322;Portal Usme T6;TRONCAL;Portal Usme
53;J24;Universidades;0;Portal 80 T-2;TRONCAL;Portal 80
53;J24;Universidades;2089;Granja - Cra. 77 D - 2 ó 5;TRONCAL;Granja - Carrera 77
53;J24;Universidades;4520;Av. 68 A - 2 ó 5;TRONCAL;Avenida 68
53;J24;Universidades;5799;Cra. 47 A - 2 ó 5;TRONCAL;Carrera 47
53;J24;Universidades;6223;Escuela Militar A - 2 ó 5;TRONCAL;Escuela Militar
53;J24;Universidades;10321;Calle 57 A - 2 ó 5;TRONCAL;Calle 57
53;J24;Universidades;12065;Av. 39 B - 2 ó 5;TRONCAL;Avenida 39
53;J24;Universidades;13263;Calle 26 B - 2 ó 5;TRONCAL;Calle 26
53;J24;Universidades;15176;Universidades A - 2 ó 5;TRONCAL;Universidades
53;J24;Universidades;15525;Universidades B - 4 ó 6;TRONCAL;Universidades
53;D24;Portal 80;0;Universidades B - 4 ó 6;TRONCAL;Universidades
53;D24;Portal 80;1788;Calle 26 B - 4 ó 6;TRONCAL;Calle 26
53;D24;Portal 80;2990;Av. 39 B - 4 ó 6;TRONCAL;Avenida 39
53;D24;Portal 80;4811;Calle 57 B - 4 ó 6;TRONCAL;Calle 57
53;D24;Portal 80;8846;Escuela Militar A - 4 ó 6;TRONCAL;Escuela Militar
53;D24;Portal 80;9289;Cra. 47 A - 4 ó 6;TRONCAL;Carrera 47
53;D24;Portal 80;10543;Av. 68 A - 4 ó 6;TRONCAL;Avenida 68
53;D24;Portal 80;12791;Granja - Cra. 77 C - 3 ó 6;TRONCAL;Granja - Carrera 77
53;D24;Portal 80;15152;Portal 80 T-2;TRONCAL;Portal 80
54;J70;Las Aguas;0;Portal Norte T1;TRONCAL;Portal Norte
54;J70;Las Aguas;1264;Toberín C - 2 ó 5;TRONCAL;Toberín
54;J70;Las Aguas;3134;Calle 146 B - 2;TRONCAL;Calle 146
54;J70;Las Aguas;3514;Calle 142 A - 2;TRONCAL;Calle 142
54;J70;Las Aguas;4241;Alcalá B - 2 ó 5;TRONCAL;Alcalá
54;J70;Las Aguas;5022;Prado A - 2;TRONCAL;Prado
54;J70;Las Aguas;6129;Calle 127 A - 2 ó 5;TRONCAL;Calle 127
54;J70;Las Aguas;20417;Av. Jiménez D - 2;TRONCAL;Jiménez
54;J70;Las Aguas;21173;Museo del Oro A - 1;TRONCAL;Museo del Oro
54;J70;Las Aguas;21809;Aguas A - 1;TRONCAL;Aguas
55;J73;Universidades;0;Portal Suba T7;TRONCAL;Portal Suba
55;J73;Universidades;1002;La Campiña B - 1 ó 5;TRONCAL;La Campiña
55;J73;Universidades;1625;Suba - Tv. 91 B - 1 ó 5;TRONCAL;Suba Transversal 91
55;J73;Universidades;5473;Niza - Calle 127 B - 1 ó 5;TRONCAL;Niza Calle 127
55;J73;Universidades;7624;Puentelargo B - 1 ó 5;TRONCAL;Puentelargo
55;J73;Universidades;9746;San Martín B - 1;TRONCAL;San Martín
55;J73;Universidades;17500;Ciudad Universitaria B - 4 ó 6;TRONCAL;Ciudad Universitaria
55;J73;Universidades;23398;Universidades A - 2 ó 5;TRONCAL;Universidades
55;C73;Portal Suba;0;Universidades A - 4 ó 6;TRONCAL;Universidades
55;C73;Portal Suba;5900;Ciudad Universitaria B - 2 ó 5;TRONCAL;Ciudad Universitaria
55;C73;Portal Suba;13548;San Martín B - 4;TRONCAL;San Martín
55;C73;Portal Suba;15683;Puentelargo B - 4 ó 6;TRONCAL;Puentelargo
55;C73;Portal Suba;17829;Niza - Calle 127 B - 4 ó 6;TRONCAL;Niza Calle 127
55;C73;Portal Suba;21690;Suba - Tv. 91 B - 4 ó 6;TRONCAL;Suba Transversal 91
55;C73;Portal Suba;22313;La Campiña B - 4 ó 6;TRONCAL;La Campiña
55;C73;Portal Suba;22878;Portal Suba T7;TRONCAL;Portal Suba
56;L10;Portal Veinte de Julio;0;Portal Eldorado T-5;TRONCAL;Portal ElDorado
56;L10;Portal Veinte de Julio;866;Modelia A - 2 ó 5;TRONCAL;Modelia
56;L10;Portal Veinte de Julio;1619;Normandía B - 2 ó 5;TRONCAL;Normandia
56;L10;Portal Veinte de Julio;4046;Salitre - El Greco A - 2 ó 5;TRONCAL;Salitre El Greco
56;L10;Portal Veinte de Julio;4574;CAN A - 2 ó 5;TRONCAL;CAN
56;L10;Portal Veinte de Julio;5081;Gobernación A - 2 ó 5;TRONCAL;Gobernación
56;L10;Portal Veinte de Julio;7076;Ciudad Universitaria B - 2 ó 5;TRONCAL;Ciudad Universitaria
56;L10;Portal Veinte de Julio;8487;Centro Memoria B - 2 ó 5;TRONCAL;Centro Memoria
56;L10;Portal Veinte de Julio;9960;Calle 22 A - 2 ó 5;TRONCAL;Calle 22
56;L10;Portal Veinte de Julio;11145;Av. Jiménez A - 2 ó 5;TRONCAL;Jiménez
56;L10;Portal Veinte de Julio;11774;Tercer Milenio A - 2 ó 5;TRONCAL;Tercer Milenio
56;L10;Portal Veinte de Julio;13221;Bicentenario C - 2 ó 5;TRONCAL;Bicentenario
56;L10;Portal Veinte de Julio;13719;San Bernardo A - 2 ó 5;TRONCAL;San Bernardo
56;L10;Portal Veinte de Julio;14939;Ciudad Jardín-UAN A - 2 ó 5;TRONCAL;Ciudad Jardin-UAN
56;L10;Portal Veinte de Julio;15518;Av. 1º de Mayo B - 2 ó 5;TRONCAL;Av 1º de Mayo
56;L10;Portal Veinte de Julio;17431;PORTAL 20 DE JULIO T3;TRONCAL;Portal 20 de Julio
56;K10;Portal Eldorado;0;PORTAL 20 DE JULIO T3;TRONCAL;Portal 20 de Julio
56;K10;Portal Eldorado;2105;Av. 1º de Mayo A - 4 ó 6;TRONCAL;Av. 1º de Mayo
56;K10;Portal Eldorado;2762;Ciudad Jardín-UAN A - 3 ó 6;TRONCAL;Ciudad Jardin-UAN
56;K10;Portal Eldorado;4005;San Bernardo B - 4 ó 6;TRONCAL;San Bernardo
56;K10;Portal Eldorado;4490;Bicentenario C - 4 ó 6;TRONCAL;Bicentenario
56;K10;Portal Eldorado;6079;Tercer Milenio B - 4 ó 6;TRONCAL;Tercer Milenio
56;K10;Portal Eldorado;6635;Av. Jiménez A - 4 ó 6;TRONCAL;Jiménez
56;K10;Portal Eldorado;7818;Calle 22 A - 4 ó 6;TRONCAL;Calle 22
56;K10;Portal Eldorado;9355;Centro Memoria B - 4 ó 6;TRONCAL;Centro Memoria
56;K10;Portal Eldorado;10680;Ciudad Universitaria A - 4 ó 6;TRONCAL;Ciudad Universitaria
56;K10;Portal Eldorado;12729;Gobernación A - 3 ó 6;TRONCAL;Gobernación
56;K10;Portal Eldorado;13252;CAN A - 3 ó 6;TRONCAL;CAN
56;K10;Portal Eldorado;13777;Salitre - El Greco A - 3 ó 6;TRONCAL;Salitre El Greco
56;K10;Portal Eldorado;16220;Normandía B - 4 ó 6;TRONCAL;Normandia
56;K10;Portal Eldorado;16963;Modelia A - 3 ó 6;TRONCAL;Modelia
56;K10;Portal Eldorado;18829;Portal Eldorado T-5;TRONCAL;Portal ElDorado
56;L10;Portal Veinte de Julio;0;Portal Eldorado T-5;TRONCAL;Portal ElDorado
56;L10;Portal Veinte de Julio;866;Modelia A - 2 ó 5;TRONCAL;Modelia
56;L10;Portal Veinte de Julio;1619;Normandía B - 2 ó 5;TRONCAL;Normandia
56;L10;Portal Veinte de Julio;4046;Salitre - El Greco A - 2 ó 5;TRONCAL;Salitre El Greco
56;L10;Portal Veinte de Julio;4574;CAN A - 2 ó 5;TRONCAL;CAN
56;L10;Portal Veinte de Julio;5081;Gobernación A - 2 ó 5;TRONCAL;Gobernación
56;L10;Portal Veinte de Julio;7076;Ciudad Universitaria B - 2 ó 5;TRONCAL;Ciudad Universitaria
56;L10;Portal Veinte de Julio;8487;Centro Memoria B - 2 ó 5;TRONCAL;Centro Memoria
56;L10;Portal Veinte de Julio;9960;Calle 22 A - 2 ó 5;TRONCAL;Calle 22
56;L10;Portal Veinte de Julio;11145;Av. Jiménez A - 2 ó 5;TRONCAL;Jiménez
56;L10;Portal Veinte de Julio;11774;Tercer Milenio A - 2 ó 5;TRONCAL;Tercer Milenio
56;L10;Portal Veinte de Julio;13221;Bicentenario C - 2 ó 5;TRONCAL;Bicentenario
56;L10;Portal Veinte de Julio;13719;San Bernardo A - 2 ó 5;TRONCAL;San Bernardo
56;L10;Portal Veinte de Julio;14939;Ciudad Jardín-UAN A - 2 ó 5;TRONCAL;Ciudad Jardin-UAN
56;L10;Portal Veinte de Julio;15518;Av. 1º de Mayo B - 2 ó 5;TRONCAL;Av 1º de Mayo
56;L10;Portal Veinte de Julio;17431;PORTAL 20 DE JULIO T3;TRONCAL;Portal 20 de Julio
56;K10;Portal Eldorado;0;PORTAL 20 DE JULIO T3;TRONCAL;Portal 20 de Julio
56;K10;Portal Eldorado;2105;Av. 1º de Mayo A - 4 ó 6;TRONCAL;Av. 1º de Mayo
56;K10;Portal Eldorado;2762;Ciudad Jardín-UAN A - 3 ó 6;TRONCAL;Ciudad Jardin-UAN
56;K10;Portal Eldorado;4005;San Bernardo B - 4 ó 6;TRONCAL;San Bernardo
56;K10;Portal Eldorado;4490;Bicentenario C - 4 ó 6;TRONCAL;Bicentenario
56;K10;Portal Eldorado;6079;Tercer Milenio B - 4 ó 6;TRONCAL;Tercer Milenio
56;K10;Portal Eldorado;6635;Av. Jiménez A - 4 ó 6;TRONCAL;Jiménez
56;K10;Portal Eldorado;7818;Calle 22 A - 4 ó 6;TRONCAL;Calle 22
56;K10;Portal Eldorado;9355;Centro Memoria B - 4 ó 6;TRONCAL;Centro Memoria
56;K10;Portal Eldorado;10680;Ciudad Universitaria A - 4 ó 6;TRONCAL;Ciudad Universitaria
56;K10;Portal Eldorado;12729;Gobernación A - 3 ó 6;TRONCAL;Gobernación
56;K10;Portal Eldorado;13252;CAN A - 3 ó 6;TRONCAL;CAN
56;K10;Portal Eldorado;13777;Salitre - El Greco A - 3 ó 6;TRONCAL;Salitre El Greco
56;K10;Portal Eldorado;16220;Normandía B - 4 ó 6;TRONCAL;Normandia
56;K10;Portal Eldorado;16963;Modelia A - 3 ó 6;TRONCAL;Modelia
56;K10;Portal Eldorado;18829;Portal Eldorado T-5;TRONCAL;Portal ElDorado
105;C29;Portal Suba;0;Portal Américas T9;TRONCAL;Portal Américas
105;C29;Portal Suba;2039;Patio Bonito A - 2 ó 5;TRONCAL;Patio Bonito
105;C29;Portal Suba;2906;Biblioteca Tintal B - 2 ó 5;TRONCAL;Biblioteca Tintal
105;C29;Portal Suba;5066;Banderas T2;TRONCAL;Banderas
105;C29;Portal Suba;15428;Calle 26 B - 4 ó 6;TRONCAL;Calle 26
105;C29;Portal Suba;16023;Calle 34 B - 4 ó 6;TRONCAL;Calle 34
105;C29;Portal Suba;18972;Calle 63 A - 4 ó 6;TRONCAL;Calle 63
105;C29;Portal Suba;20173;Calle 72 B - 4 ó 6;TRONCAL;Calle 72
105;C29;Portal Suba;25225;Suba - Calle 100 B - 4 ó 6;TRONCAL;Suba Calle 100
105;C29;Portal Suba;25585;Puentelargo B - 4 ó 6;TRONCAL;Puentelargo
105;C29;Portal Suba;26231;Av. Suba - Calle 116 A - 3 ó 6;TRONCAL;Av. Suba - Calle 116
105;C29;Portal Suba;32215;La Campiña B - 4 ó 6;TRONCAL;La Campiña
105;C29;Portal Suba;32901;Portal Suba T5;TRONCAL;Portal Suba
105;F29;Portal Américas;0;Portal Suba T5;TRONCAL;Portal Suba
105;F29;Portal Américas;881;La Campiña B - 1 ó 5;TRONCAL;La Campiña
105;F29;Portal Américas;6851;Av. Suba - Calle 116 A - 2 ó 5;TRONCAL;Av. Suba - Calle 116  
105;F29;Portal Américas;7503;Puentelargo B - 1 ó 5;TRONCAL;Puentelargo
105;F29;Portal Américas;7861;Suba - Calle 100 B - 1 ó 5;TRONCAL;Suba Calle 100
105;F29;Portal Américas;12612;Calle 72 B - 2 ó 5;TRONCAL;Calle 72
105;F29;Portal Américas;13757;Calle 63 B - 2 ó 5;TRONCAL;Calle 63
105;F29;Portal Américas;16782;Calle 34 B - 2 ó 5;TRONCAL;Calle 34
105;F29;Portal Américas;17448;Calle 26 A - 2 ó 5;TRONCAL;Calle 26
105;F29;Portal Américas;27245;Banderas T1;TRONCAL;Banderas
105;F29;Portal Américas;29583;Biblioteca Tintal B - 4 ó 6;TRONCAL;Biblioteca Tintal
105;F29;Portal Américas;30370;Patio Bonito B - 4 ó 6;TRONCAL;Patio Bonito
105;F29;Portal Américas;31872;Portal Américas T9;TRONCAL;Portal Américas
108;B18;Terminal;0;PORTAL 20 DE JULIO T9;TRONCAL;Portal 20 de Julio
108;B18;Terminal;1042;Country Sur A - 3 ó 6;TRONCAL;Country Sur
108;B18;Terminal;1981;Av. 1º de Mayo C - 3 ó 6;TRONCAL;Av. 1º de Mayo
108;B18;Terminal;3653;San Bernardo A - 3 ó 6;TRONCAL;San Bernardo
108;B18;Terminal;4205;Bicentenario C - 4 ó 6;TRONCAL;Bicentenario
108;B18;Terminal;5717;Tercer Milenio A - 4 ó 6;TRONCAL;Tercer Milenio
108;B18;Terminal;8738;Calle 34 A - 4 ó 6;TRONCAL;Calle 34
108;B18;Terminal;9945;Calle 45 B - 4 ó 6;TRONCAL;Calle 45
108;B18;Terminal;11839;Calle 63 B - 4 ó 6;TRONCAL;Calle 63
108;B18;Terminal;14986;Virrey B - 4 ó 6;TRONCAL;Virrey
108;B18;Terminal;17430;Pepe Sierra A - 4 ó 6;TRONCAL;Pepe Sierra
108;B18;Terminal;18159;Calle 127 A - 4 ó 6;TRONCAL;Calle 127
108;B18;Terminal;19971;Alcalá A - 4 ó 6;TRONCAL;Alcalá
108;B18;Terminal;24771;Calle 187 A - 4 ó 6;TRONCAL;Calle 187
108;B18;Terminal;25393;Terminal A - 4 ó 6;TRONCAL;Terminal
108;L18 ;Portal 20 de Julio;0;Terminal A - 4 ó 6;TRONCAL;Terminal
108;L18 ;Portal 20 de Julio;224;Terminal A - 2 ó 5;TRONCAL;Terminal
108;L18 ;Portal 20 de Julio;849;Calle 187 A - 2 ó 5;TRONCAL;Calle 187
108;L18 ;Portal 20 de Julio;5651;Alcalá A - 2 ó 5;TRONCAL;Alcalá
108;L18 ;Portal 20 de Julio;7406;Calle 127 B - 2 ó 5;TRONCAL;Calle 127
108;L18 ;Portal 20 de Julio;8138;Pepe Sierra B - 2 ó 5;TRONCAL;Pepe Sierra
108;L18 ;Portal 20 de Julio;10730;Virrey A - 2 ó 5;TRONCAL;Virrey
108;L18 ;Portal 20 de Julio;13767;Calle 63 B - 2 ó 5;TRONCAL;Calle 63
108;L18 ;Portal 20 de Julio;15739;Calle 45 A - 2 ó 5;TRONCAL;Calle 45
108;L18 ;Portal 20 de Julio;16872;Calle 34 A - 2 ó 5;TRONCAL;Calle 34
108;L18 ;Portal 20 de Julio;19895;Tercer Milenio A - 2 ó 5;TRONCAL;Tercer Milenio
108;L18 ;Portal 20 de Julio;21342;Bicentenario C - 2 ó 5;TRONCAL;Bicentenario
108;L18 ;Portal 20 de Julio;21840;San Bernardo A - 2 ó 5;TRONCAL;San Bernardo
108;L18 ;Portal 20 de Julio;23562;Av. 1º de Mayo C - 1 ó 5;TRONCAL;Av. 1º de Mayo
108;L18 ;Portal 20 de Julio;24495;Country Sur A - 2 ó 5;TRONCAL;Country Sur
108;L18 ;Portal 20 de Julio;25837;PORTAL 20 DE JULIO T9;TRONCAL;Portal 20 de Julio
108;B18;Terminal;0;Av. 1º de Mayo C - 3 ó 6;TRONCAL;Av. 1º de Mayo
108;B18;Terminal;1672;San Bernardo A - 3 ó 6;TRONCAL;San Bernardo
108;B18;Terminal;2224;Bicentenario C - 4 ó 6;TRONCAL;Bicentenario
108;B18;Terminal;3736;Tercer Milenio A - 4 ó 6;TRONCAL;Tercer Milenio
108;B18;Terminal;6757;Calle 34 A - 4 ó 6;TRONCAL;Calle 34
108;B18;Terminal;7888;Calle 45 A - 4 ó 6;TRONCAL;Calle 45
108;B18;Terminal;9858;Calle 63 B - 4 ó 6;TRONCAL;Calle 63
108;B18;Terminal;13005;Virrey B - 4 ó 6;TRONCAL;Virrey
108;B18;Terminal;15449;Pepe Sierra A - 4 ó 6;TRONCAL;Pepe Sierra
108;B18;Terminal;16178;Calle 127 A - 4 ó 6;TRONCAL;Calle 127
108;B18;Terminal;17990;Alcalá A - 4 ó 6;TRONCAL;Alcalá
108;B18;Terminal;22790;Calle 187 A - 4 ó 6;TRONCAL;Calle 187
108;B18;Terminal;23412;Terminal A - 4 ó 6;TRONCAL;Terminal
109;B23;Alcalá;0;Portal Eldorado T-3B;TRONCAL;Portal ElDorado
109;B23;Alcalá;3527;Av. Rojas A - 2 ó 5;TRONCAL;Avenida Rojas
109;B23;Alcalá;4063;El Tiempo - Maloka B - 1 ó 5;TRONCAL;El Tiempo - Maloka
109;B23;Alcalá;4945;Salitre - El Greco A - 2 ó 5;TRONCAL;Salitre El Greco
109;B23;Alcalá;5409;CAN B - 1 ó 5;TRONCAL;CAN
109;B23;Alcalá;5929;Gobernación B - 1 ó 5;TRONCAL;Gobernación
109;B23;Alcalá;7975;Ciudad Universitaria B - 2 ó 5;TRONCAL;Ciudad Universitaria
109;B23;Alcalá;8635;Concejo de Bogotá B - 2 ó 5;TRONCAL;Concejo de Bogotá
109;B23;Alcalá;10681;Calle 26 A - 4 ó 6;TRONCAL;Calle 26
109;B23;Alcalá;12403;Calle 45 A - 4 ó 6;TRONCAL;Calle 45
109;B23;Alcalá;13700;Calle 57 A - 4 ó 6;TRONCAL;Calle 57
109;B23;Alcalá;17194;Calle 85 C - 4 ó 6;TRONCAL;Calle 85
109;B23;Alcalá;21889;Prado C - 4 ó 6;TRONCAL;Prado
109;B23;Alcalá;22580;Alcalá B - 4 ó 6;TRONCAL;Alcalá
109;K23;Portal Eldorado;0;Alcalá C - 2 ó 5;TRONCAL;Alcalá
109;K23;Portal Eldorado;763;Prado C - 2 ó 5;TRONCAL;Prado
109;K23;Portal Eldorado;5386;Calle 85 C - 2 ó 5;TRONCAL;Calle 85
109;K23;Portal Eldorado;8862;Calle 57 B - 2 ó 5;TRONCAL;Calle 57
109;K23;Portal Eldorado;10160;Calle 45 B - 2 ó 5;TRONCAL;Calle 45
109;K23;Portal Eldorado;11880;Calle 26 B - 2 ó 5;TRONCAL;Calle 26
109;K23;Portal Eldorado;14086;Concejo de Bogotá B - 4 ó 6;TRONCAL;Concejo de Bogotá
109;K23;Portal Eldorado;14741;Ciudad Universitaria B - 4 ó 6;TRONCAL;Ciudad Universitaria
109;K23;Portal Eldorado;16781;Gobernación B - 4 ó 6;TRONCAL;Gobernación
109;K23;Portal Eldorado;17302;CAN B - 4 ó 6;TRONCAL;CAN
109;K23;Portal Eldorado;17762;Salitre - El Greco A - 3 ó 6;TRONCAL;Salitre El Greco
109;K23;Portal Eldorado;18580;El Tiempo - Maloka A - 3 ó 6;TRONCAL;El Tiempo - Maloka
109;K23;Portal Eldorado;19182;Av. Rojas A - 3 ó 6;TRONCAL;Avenida Rojas
109;K23;Portal Eldorado;21915;Portal Eldorado T-3B;TRONCAL;Portal ElDorado
110;H54;Portal Usme;0;Portal Eldorado T-4;TRONCAL;Portal ElDorado
110;H54;Portal Usme;927;Modelia A - 2 ó 5;TRONCAL;Modelia
110;H54;Portal Usme;2669;Av. Rojas B - 1 ó 5;TRONCAL;Avenida Rojas
110;H54;Portal Usme;3290;El Tiempo - Maloka A - 2 ó 5;TRONCAL;El Tiempo - Maloka
110;H54;Portal Usme;4107;Salitre - El Greco A - 2 ó 5;TRONCAL;Salitre El Greco
110;H54;Portal Usme;4635;CAN A - 2 ó 5;TRONCAL;CAN
110;H54;Portal Usme;5797;Quinta Paredes B -1 ó 5;TRONCAL;Quinta Paredes
110;H54;Portal Usme;6372;Recinto Ferial A - 2 ó 5;TRONCAL;Recinto Ferial
110;H54;Portal Usme;7217;Ciudad Universitaria A - 2 ó 5;TRONCAL;Ciudad Universitaria
110;H54;Portal Usme;7825;Concejo de Bogotá A - 2 ó 5;TRONCAL;Concejo de Bogotá
110;H54;Portal Usme;12887;Hortúa A - 2 ó 5;TRONCAL;Hortúa
110;H54;Portal Usme;14499;Restrepo A - 2 ó 5;TRONCAL;Restrepo
110;H54;Portal Usme;16716;Calle 40 S. A - 2 ó 5;TRONCAL;Calle 40 Sur
110;H54;Portal Usme;19181;Molinos B - 2 ó 5;TRONCAL;Molinos
110;H54;Portal Usme;22160;Portal Usme T2A;TRONCAL;Portal Usme
110;K54;Portal Eldorado;0;Portal Usme T2A;TRONCAL;Portal Usme
110;K54;Portal Eldorado;3236;Molinos A - 4 ó 6;TRONCAL;Molinos
110;K54;Portal Eldorado;5743;Calle 40 S. A - 4 ó 6;TRONCAL;Calle 40 Sur
110;K54;Portal Eldorado;7950;Restrepo A - 3 ó 6;TRONCAL;Restrepo
110;K54;Portal Eldorado;9527;Hortúa A - 3 ó 6;TRONCAL;Hortúa
110;K54;Portal Eldorado;14652;Concejo de Bogotá A - 4 ó 6;TRONCAL;Concejo de Bogotá
110;K54;Portal Eldorado;15305;Ciudad Universitaria A - 4 ó 6;TRONCAL;Ciudad Universitaria
110;K54;Portal Eldorado;16130;Recinto Ferial A - 3 ó 6;TRONCAL;Recinto Ferial
110;K54;Portal Eldorado;16645;Quinta Paredes A - 3 ó 6;TRONCAL;Quinta Paredes
110;K54;Portal Eldorado;17877;CAN A - 3 ó 6;TRONCAL;CAN
110;K54;Portal Eldorado;18402;Salitre - El Greco A - 3 ó 6;TRONCAL;Salitre El Greco
110;K54;Portal Eldorado;19288;El Tiempo - Maloka B - 4 ó 6;TRONCAL;El Tiempo - Maloka
110;K54;Portal Eldorado;19882;Av. Rojas B - 4 ó 6;TRONCAL;Avenida Rojas
110;K54;Portal Eldorado;21588;Modelia A - 3 ó 6;TRONCAL;Modelia
110;K54;Portal Eldorado;23393;Portal Eldorado T-4;TRONCAL;Portal ElDorado
111;M51;Museo Nacional;0;Portal Américas T4;TRONCAL;Portal Américas
111;M51;Museo Nacional;2286;Patio Bonito B - 2 ó 5;TRONCAL;Patio Bonito
111;M51;Museo Nacional;3078;Biblioteca Tintal B - 2 ó 5;TRONCAL;Biblioteca Tintal
111;M51;Museo Nacional;5079;Banderas T6;TRONCAL;Banderas
111;M51;Museo Nacional;5636;Mandalay A - 2 ó 5;TRONCAL;Mandalay
111;M51;Museo Nacional;6368;Av. Américas - Av. Boyacá B - 2 ó 5;TRONCAL;Av. Américas - Av. Boyacá
111;M51;Museo Nacional;6907;Marsella A - 2 ó 5;TRONCAL;Marsella
111;M51;Museo Nacional;8168;Pradera A - 2 ó 5;TRONCAL;Pradera
111;M51;Museo Nacional;8950;Distrito Grafiti A - 2 ó 5;TRONCAL;Distrito Grafiti
111;M51;Museo Nacional;11855;Ricaurte D - 2 ó 5;TRONCAL;Ricaurte
111;M51;Museo Nacional;14319;Las Nieves A - 4 ó 6;TRONCAL;Las Nieves
111;M51;Museo Nacional;14904;San Diego A - 3 ó 6;TRONCAL;San Diego
111;M51;Museo Nacional;15487;Museo Nacional A - 3 ó 6;TRONCAL;Museo Nacional
111;F51;Portal Américas;0;Museo Nacional A - 3 ó 6;TRONCAL;Museo Nacional
111;F51;Portal Américas;819;San Diego A - 2 ó 5;TRONCAL;San Diego
111;F51;Portal Américas;1324;Las Nieves B - 2 ó 5;TRONCAL;Las Nieves
111;F51;Portal Américas;3848;Ricaurte D - 4 ó 6;TRONCAL;Ricáurte
111;F51;Portal Américas;6829;Distrito Grafiti B - 4 ó 6;TRONCAL;Distrito Grafiti
111;F51;Portal Américas;7527;Pradera A - 3 ó 6;TRONCAL;Pradera
111;F51;Portal Américas;8796;Marsella A - 4 ó 6;TRONCAL;Marsella
111;F51;Portal Américas;9341;Av. Américas - Av. Boyacá B - 4 ó 6;TRONCAL;Av. Américas - Av. Boyacá
111;F51;Portal Américas;10066;Mandalay A - 4 ó 6;TRONCAL;Mandalay
111;F51;Portal Américas;10688;Banderas T7;TRONCAL;Banderas
111;F51;Portal Américas;12880;Biblioteca Tintal A - 4 ó 6;TRONCAL;Biblioteca Tintal
111;F51;Portal Américas;13670;Patio Bonito A - 4 ó 6;TRONCAL;Patio Bonito
111;F51;Portal Américas;14916;Portal Américas T4;TRONCAL;Portal Américas
112;K43;CAD;0;San Mateo C - 2 ó 5;TRONCAL;San Mateo
112;K43;CAD;714;San Mateo C - 4 ó 6;TRONCAL;San Mateo
112;K43;CAD;1182;Terreros A - 4 ó 6;TRONCAL;Terreros
112;K43;CAD;2104;León XIII B - 3 ó 6;TRONCAL;León XIII
112;K43;CAD;2655;La Despensa A - 3 ó 6;TRONCAL;La Despensa
112;K43;CAD;7771;Venecia A - 3 ó 6;TRONCAL;Venecia
112;K43;CAD;9265;G. Santander A - 4 ó 6;TRONCAL;General Santander
112;K43;CAD;11411;Sena A - 3 ó 6;TRONCAL;SENA
112;K43;CAD;14055;Ricaurte C - 4 ó 6;TRONCAL;Ricáurte
112;K43;CAD;16109;CAD B - 2 ó 5;TRONCAL;CAD
112;G43;San Mateo;0;CAD B - 2 ó 5;TRONCAL;CAD
112;G43;San Mateo;1737;Ricaurte B - 2 ó 5;TRONCAL;Ricáurte
112;G43;San Mateo;4281;Sena A - 1 ó 5;TRONCAL;SENA
112;G43;San Mateo;6376;G. Santander B - 2 ó 5;TRONCAL;General Santander
112;G43;San Mateo;7922;Venecia A - 1 ó 5;TRONCAL;Venecia
112;G43;San Mateo;13052;La Despensa A - 2 ó 5;TRONCAL;La Despensa
112;G43;San Mateo;13599;León XIII B - 2 ó 5;TRONCAL;León XIII
112;G43;San Mateo;14541;Terreros A - 2 ó 5;TRONCAL;Terreros
112;G43;San Mateo;15028;San Mateo C - 2 ó 5;TRONCAL;San Mateo
112;K43;Portal El Dorado;0;San Mateo C - 2 ó 5;TRONCAL;San Mateo
112;K43;Portal El Dorado;714;San Mateo C - 4 ó 6;TRONCAL;San Mateo
112;K43;Portal El Dorado;1182;Terreros A - 4 ó 6;TRONCAL;Terreros
112;K43;Portal El Dorado;2104;León XIII B - 3 ó 6;TRONCAL;León XIII
112;K43;Portal El Dorado;2655;La Despensa A - 3 ó 6;TRONCAL;La Despensa
112;K43;Portal El Dorado;7771;Venecia A - 3 ó 6;TRONCAL;Venecia
112;K43;Portal El Dorado;9265;G. Santander A - 4 ó 6;TRONCAL;General Santander
112;K43;Portal El Dorado;11411;Sena A - 3 ó 6;TRONCAL;SENA
112;K43;Portal El Dorado;14055;Ricaurte C - 4 ó 6;TRONCAL;Ricáurte
112;K43;Portal El Dorado;15640;CAD A - 4 ó 6;TRONCAL;CAD
112;K43;Portal El Dorado;18201;Recinto Ferial B - 4 ó 6;TRONCAL;Recinto Ferial
112;K43;Portal El Dorado;18725;Quinta Paredes B - 4 ó 6;TRONCAL;Quinta Paredes
